Gene,SeqLen,Count,Count/Kb,FPKM
YBL042C,1920,621,323.438,29.794
YBL041W,726,1540,2121.212,195.401
YBL040C,660,1717,2601.515,239.646
YBL039W-B,180,58,322.222,29.682
YBL039C,1740,5093,2927.011,269.629
YBL038W,699,1039,1486.409,136.925
YBL037W,3078,348,113.06,10.415
YBL036C,774,1792,2315.245,213.275
YBL035C,2118,291,137.394,12.656
YBL034C,4542,270,59.445,5.476
YBL033C,1038,914,880.539,81.113
YBL032W,1146,835,728.621,67.119
YBL031W,1017,184,180.924,16.666
YBL030C,957,5034,5260.188,484.556
YBL029C-A,285,131,459.649,42.342
YBL029W,1131,185,163.572,15.068
YBL028C,321,650,2024.922,186.531
YBL027W,570,25983.403,45584.918,4199.176
YBL026W,288,493,1711.806,157.688
YBL025W,438,183,417.808,38.488
YBL024W,2055,2253,1096.35,100.993
YBL023C,2607,722,276.947,25.512
YBL022C,3402,1312,385.655,35.526
YBL021C,435,285,655.172,60.353
YBL020W,1725,580,336.232,30.973
YBL019W,1563,328,209.853,19.331
YBL018C,402,393,977.612,90.055
YBL017C,4740,1138.779,240.249,22.131
YBL016W,1062,629,592.279,54.559
YBL015W,1581,472,298.545,27.501
YBL014C,2685,430,160.149,14.753
YBL013W,1206,46,38.143,3.514
YBL011W,2280,578,253.509,23.353
YBL010C,843,330,391.459,36.06
YBL009W,2031,333,163.959,15.103
YBL008W-A,240,10,41.667,3.838
YBL008W,2523,519,205.707,18.949
YBL007C,3735,781,209.103,19.262
YBL006C,543,1337,2462.247,226.816
YBL005W,2931,280,95.531,8.8
YBL005W-B,5268,49.258,9.35,0.861
YBL005W-A,1323,2.194,1.659,0.153
YBL004W,7482,1527,204.09,18.8
YBL003C,399,9932.477,24893.426,2293.124
YBL002W,396,3063.889,7737.094,712.723
YBL001C,315,1156,3669.841,338.057
YBR001C,2343,110,46.948,4.325
YBR002C,861,1058,1228.804,113.195
YBR003W,1422,625,439.522,40.488
YBR004C,1302,272,208.909,19.244
YBR005W,642,421,655.763,60.407
YBR006W,1494,297,198.795,18.313
YBR007C,2211,213,96.336,8.874
YBR008C,1647,225,136.612,12.584
YBR009C,312,6648.337,21308.772,1962.914
YBR010W,411,10577.804,25736.749,2370.809
YBR011C,864,4428,5125,472.103
YBR012W-B,5271,40.101,7.608,0.701
YBR012W-A,1323,2.461,1.86,0.171
YBR013C,390,66,169.231,15.589
YBR014C,612,729,1191.176,109.728
YBR015C,1794,1025,571.349,52.631
YBR016W,387,401,1036.176,95.45
YBR017C,2757,1697,615.524,56.701
YBR018C,1101,3,2.725,0.251
YBR019C,2100,40,19.048,1.755
YBR020W,1587,25,15.753,1.451
YBR021W,1902,225,118.297,10.897
YBR022W,534,279,522.472,48.129
YBR023C,3498,1745,498.856,45.953
YBR024W,906,254,280.353,25.825
YBR025C,1185,7291,6152.743,566.776
YBR026C,1143,210,183.727,16.925
YBR027C,333,36,108.108,9.959
YBR028C,1578,476,301.648,27.787
YBR029C,1374,706,513.828,47.333
YBR030W,1659,641,386.377,35.592
YBR031W,1089,20611.448,18926.949,1743.506
YBR032W,303,6,19.802,1.824
YBR033W,2760,84,30.435,2.804
YBR034C,1047,1911,1825.215,168.135
YBR035C,687,1674,2436.681,224.461
YBR036C,1233,1225,993.512,91.52
YBR037C,888,493,555.18,51.142
YBR038W,2892,578,199.862,18.411
YBR039W,936,2926,3126.068,287.966
YBR040W,897,3,3.344,0.308
YBR041W,2010,841,418.408,38.543
YBR042C,1194,701,587.102,54.082
YBR043C,2070,1094,528.502,48.684
YBR044C,1719,684,397.906,36.654
YBR045C,1920,36,18.75,1.727
YBR046C,1005,253,251.741,23.19
YBR047W,528,225,426.136,39.255
YBR048W,471,6223.626,13213.644,1217.21
YBR049C,2433,1049,431.155,39.717
YBR050C,1017,11,10.816,0.996
YBR052C,633,684,1080.569,99.539
YBR053C,1077,696,646.24,59.53
YBR054W,1035,154,148.792,13.706
YBR055C,2700,466,172.593,15.899
YBR056W,1506,629,417.663,38.474
YBR056W-A,201,134,666.667,61.412
YBR057C,1101,323,293.37,27.025
YBR058C,2346,551,234.868,21.635
YBR058C-A,243,659,2711.934,249.817
YBR059C,3327,525,157.8,14.536
YBR060C,1863,504,270.531,24.921
YBR061C,933,829,888.532,81.849
YBR062C,543,272,500.921,46.144
YBR063C,1215,264,217.284,20.016
YBR065C,1095,173,157.991,14.554
YBR066C,663,253,381.599,35.152
YBR067C,633,49,77.409,7.131
YBR068C,1830,2910,1590.164,146.482
YBR069C,1860,735,395.161,36.401
YBR070C,714,540,756.303,69.669
YBR071W,636,229,360.063,33.168
YBR072W,645,50,77.519,7.141
YBR072C-A,162,1,6.173,0.569
YBR073W,2877,719,249.913,23.021
YBR074W,2931,1064,363.016,33.44
YBR076W,1065,23,21.596,1.989
YBR077C,489,426,871.166,80.25
YBR078W,1290,4268,3308.527,304.774
YBR079C,2895,3601,1243.869,114.582
YBR080C,2277,810,355.731,32.769
YBR081C,3999,751,187.797,17.299
YBR082C,447,2134,4774.049,439.774
YBR083W,1461,445,304.586,28.058
YBR084W,2928,4245,1449.795,133.552
YBR084C-A,570,16693.597,29287.012,2697.851
YBR085W,924,348,376.623,34.694
YBR085C-A,258,444,1720.93,158.528
YBR086C,2841,789,277.719,25.583
YBR087W,1065,1138,1068.545,98.432
YBR088C,777,1467,1888.031,173.921
YBR089C-A,300,1094.231,3647.436,335.993
YBR090C,369,516.769,1400.459,129.007
YBR091C,330,518,1569.697,144.597
YBR092C,1404,1182.437,842.191,77.581
YBR093C,1404,219.311,156.204,14.389
YBR094W,2262,662,292.661,26.959
YBR095C,1293,411,317.865,29.281
YBR096W,693,1098,1584.416,145.953
YBR097W,4365,320,73.31,6.753
YBR098W,2076,325,156.551,14.421
YBR101C,873,2233,2557.847,235.623
YBR102C,2262,362,160.035,14.742
YBR103W,1608,1010,628.109,57.86
YBR104W,990,2620,2646.465,243.786
YBR105C,1089,101,92.746,8.544
YBR106W,567,8176,14419.753,1328.314
YBR107C,738,250,338.753,31.205
YBR108W,2844,130,45.71,4.211
YBR109C,444,1664,3747.748,345.234
YBR110W,1350,861,637.778,58.751
YBR111C,696,1045,1501.437,138.309
YBR111W-A,291,254,872.852,80.405
YBR112C,2901,567,195.45,18.004
YBR114W,2373,368,155.078,14.285
YBR115C,4179,1646,393.874,36.283
YBR117C,2046,43,21.017,1.936
YBR118W,1377,107204.951,77853.995,7171.729
YBR119W,897,246,274.247,25.263
YBR120C,489,338,691.207,63.672
YBR121C,2004,7988,3986.028,367.184
YBR122C,534,1018,1906.367,175.61
YBR123C,1950,530,271.795,25.037
YBR125C,1182,678,573.604,52.839
YBR126C,1488,1004,674.731,62.155
YBR126W-A,207,1520,7342.995,676.42
YBR127C,1554,4186,2693.694,248.137
YBR128C,1035,117,113.043,10.413
YBR129C,987,892,903.749,83.251
YBR130C,1278,438,342.723,31.571
YBR131W,2115,187,88.416,8.145
YBR132C,1791,53,29.592,2.726
YBR133C,2484,616,247.987,22.844
YBR135W,453,301,664.459,61.208
YBR136W,7107,184,25.89,2.385
YBR137W,540,685,1268.519,116.853
YBR138C,1575,240,152.381,14.037
YBR139W,1527,403,263.916,24.311
YBR140C,9279,557,60.028,5.53
YBR141C,1014,338,333.333,30.706
YBR142W,2322,1287,554.264,51.057
YBR143C,1314,6753,5139.269,473.418
YBR144C,315,7,22.222,2.047
YBR145W,1056,1734,1642.045,151.261
YBR146W,837,1555,1857.826,171.139
YBR147W,891,210,235.69,21.711
YBR148W,1830,32,17.486,1.611
YBR149W,1035,1357,1311.111,120.777
YBR150C,3285,185,56.317,5.188
YBR151W,951,1445,1519.453,139.968
YBR152W,876,91,103.881,9.569
YBR153W,735,354,481.633,44.367
YBR154C,648,3175,4899.691,451.348
YBR155W,1158,289,249.568,22.99
YBR156C,2097,126,60.086,5.535
YBR157C,768,64,83.333,7.676
YBR158W,1650,611,370.303,34.111
YBR159W,1044,2781,2663.793,245.382
YBR160W,897,1147,1278.707,117.791
YBR161W,1131,476,420.866,38.769
YBR162C,1368,2226,1627.193,149.893
YBR162W-A,198,968,4888.889,450.353
YBR163W,1758,294,167.235,15.405
YBR164C,552,1516,2746.377,252.99
YBR165W,834,432,517.986,47.716
YBR166C,1359,1145,842.531,77.612
YBR167C,423,165,390.071,35.932
YBR168W,1242,247,198.873,18.32
YBR169C,2082,154,73.967,6.814
YBR170C,1743,547,313.827,28.909
YBR171W,621,1030,1658.615,152.788
YBR172C,2223,890,400.36,36.88
YBR173C,447,650,1454.139,133.952
YBR175W,948,821,866.034,79.777
YBR176W,939,559,595.314,54.839
YBR177C,1356,748,551.622,50.814
YBR179C,2568,553,215.343,19.837
YBR180W,1719,51,29.668,2.733
YBR181C,711,52008.617,73148.546,6738.274
YBR182C,1359,151,111.111,10.235
YBR182C-A,195,8,41.026,3.779
YBR183W,951,389,409.043,37.68
YBR184W,1572,88,55.98,5.157
YBR185C,837,578,690.562,63.613
YBR186W,1695,126,74.336,6.848
YBR187W,843,3144,3729.537,343.556
YBR188C,423,151,356.974,32.884
YBR189W,588,45044.406,76606.133,7056.778
YBR191W,483,18893.017,39115.977,3603.273
YBR192W,1134,1284,1132.275,104.303
YBR193C,672,197,293.155,27.005
YBR194W,372,198,532.258,49.03
YBR195C,1269,331,260.835,24.028
YBR196C,1665,12180,7315.315,673.87
YBR196C-A,150,20,133.333,12.282
YBR196C-B,105,10,95.238,8.773
YBR197C,654,123,188.073,17.325
YBR198C,2397,662,276.179,25.441
YBR199W,1395,2156,1545.52,142.37
YBR200W,1656,526,317.633,29.26
YBR200W-A,165,0,0,0
YBR201W,636,352,553.459,50.983
YBR201C-A,204,21,102.941,9.483
YBR202W,2538,732.5,288.613,26.586
YBR203W,2775,140,50.45,4.647
YBR204C,1128,309,273.936,25.234
YBR205W,1215,2100,1728.395,159.216
YBR207W,1398,1059,757.511,69.78
YBR208C,5508,190,34.495,3.178
YBR209W,318,33,103.774,9.559
YBR210W,429,367,855.478,78.805
YBR211C,975,401,411.282,37.886
YBR212W,2019,225,111.441,10.266
YBR213W,825,63,76.364,7.034
YBR214W,1584,208,131.313,12.096
YBR215W,1878,364,193.823,17.855
YBR216C,2025,658,324.938,29.933
YBR217W,561,215,383.244,35.304
YBR218C,3543,3013.229,850.474,78.344
YBR219C,384,16.056,41.811,3.852
YBR220C,1683,1275.944,758.137,69.838
YBR221C,1101,3227,2930.972,269.994
YBR221W-A,105,6,57.143,5.264
YBR222C,1632,338,207.108,19.078
YBR223C,1635,91,55.657,5.127
YBR225W,2703,106,39.216,3.612
YBR227C,1563,561,358.925,33.063
YBR228W,915,229,250.273,23.055
YBR229C,2865,485,169.284,15.594
YBR230C,405,270,666.667,61.412
YBR230W-A,201,91,452.736,41.705
YBR231C,912,238,260.965,24.039
YBR233W,1242,273,219.807,20.248
YBR233W-A,285,246,863.158,79.512
YBR234C,1155,1164,1007.792,92.835
YBR235W,3363,408,121.32,11.176
YBR236C,1311,852,649.886,59.866
YBR237W,2550,463,181.569,16.726
YBR238C,2196,286,130.237,11.997
YBR239C,1590,236,148.428,13.673
YBR240C,1353,35,25.868,2.383
YBR241C,1467,83,56.578,5.212
YBR242W,717,933,1301.255,119.869
YBR243C,1347,587,435.783,40.143
YBR244W,489,2371,4848.671,446.648
YBR245C,3390,770,227.139,20.923
YBR246W,1164,771,662.371,61.016
YBR247C,1452,971,668.733,61.602
YBR248C,1659,2750,1657.625,152.697
YBR249C,1113,10811,9713.387,894.775
YBR250W,1572,34,21.628,1.992
YBR251W,924,1004,1086.58,100.093
YBR252W,444,1593,3587.838,330.503
YBR253W,366,335,915.301,84.315
YBR254C,528,551,1043.561,96.13
YBR255W,2085,413,198.082,18.247
YBR255C-A,363,82,225.895,20.809
YBR256C,717,2987,4165.969,383.759
YBR257W,840,323,384.524,35.421
YBR258C,429,234,545.455,50.246
YBR259W,2067,213,103.048,9.493
YBR260C,2001,280,139.93,12.89
YBR261C,699,584,835.479,76.962
YBR262C,321,702,2186.916,201.454
YBR263W,1473,2179,1479.294,136.269
YBR264C,600,344,573.333,52.814
YBR265W,963,958,994.808,91.639
YBR267W,1182,1226,1037.225,95.547
YBR268W,318,765,2405.66,221.604
YBR269C,417,145,347.722,32.031
YBR270C,1638,183,111.722,10.292
YBR271W,1260,575,456.349,42.038
YBR272C,1443,591,409.563,37.728
YBR273C,1311,813,620.137,57.126
YBR274W,1584,554,349.747,32.218
YBR275C,5751,531,92.332,8.505
YBR276C,2424,778,320.957,29.566
YBR278W,606,235,387.789,35.722
YBR279W,1338,794,593.423,54.665
YBR280C,1914,139,72.623,6.69
YBR281C,2637,754,285.931,26.339
YBR282W,441,867,1965.986,181.102
YBR283C,1473,2718,1845.214,169.977
YBR284W,2394,67,27.987,2.578
YBR285W,435,30,68.966,6.353
YBR286W,1614,3399,2105.948,193.995
YBR287W,1284,480,373.832,34.437
YBR288C,1452,1191,820.248,75.559
YBR289W,2718,349,128.403,11.828
YBR290W,966,916,948.24,87.35
YBR291C,900,469,521.111,48.004
YBR292C,372,10,26.882,2.476
YBR293W,1425,249,174.737,16.096
YBR294W,2580,64,24.806,2.285
YBR295W,3651,225,61.627,5.677
YBR296C,1725,26,15.072,1.388
YBR296C-A,120,0,0,0
YBR297W,1407,192.29,136.667,12.589
YBR298C,1845,372,201.626,18.573
YBR298C-A,222,1,4.505,0.415
YBR299W,1755,13.931,7.938,0.731
YBR301W,363,4.048,11.152,1.027
YBR302C,1140,0.133,0.117,0.011
YCL073C,1848,3,1.623,0.15
YCL069W,1377,77,55.919,5.151
YCL068C,783,9,11.494,1.059
YCL067C,633,238.462,376.717,34.702
YCL066W,528,9,17.045,1.57
YCL064C,1083,1397,1289.935,118.826
YCL063W,1272,656,515.723,47.507
YCL061C,3291,370,112.428,10.357
YCL059C,951,2299,2417.455,222.69
YCL058C,459,572.083,1246.369,114.813
YCL058W-A,342,12.917,37.768,3.479
YCL057C-A,294,776,2639.456,243.141
YCL057W,2139,916,428.237,39.448
YCL056C,435,327,751.724,69.247
YCL055W,1008,649,643.849,59.31
YCL054W-A,87,37,425.287,39.176
YCL054W,2526,2760,1092.637,100.651
YCL052C,1251,1121,896.083,82.545
YCL051W,1752,264,150.685,13.881
YCL050C,966,1378,1426.501,131.406
YCL049C,939,1012,1077.742,99.279
YCL048W-A,240,4,16.667,1.535
YCL048W,1392,12,8.621,0.794
YCL047C,777,517,665.38,61.293
YCL045C,2283,1013,443.714,40.874
YCL044C,1254,218,173.844,16.014
YCL043C,1569,3951,2518.164,231.967
YCL042W,360,25,69.444,6.397
YCL040W,1503,225,149.701,13.79
YCL039W,2238,418,186.774,17.205
YCL038C,1587,174,109.641,10.1
YCL037C,1305,585,448.276,41.294
YCL036W,1701,1297,762.493,70.239
YCL035C,333,728,2186.186,201.386
YCL034W,1065,1249,1172.77,108.033
YCL033C,507,418,824.458,75.947
YCL032W,1041,448,430.355,39.643
YCL031C,894,1249,1397.092,128.697
YCL030C,2400,6832,2846.667,262.228
YCL029C,1323,442,334.089,30.776
YCL028W,1218,569,467.159,43.034
YCL027W,1539,73,47.433,4.369
YCL026C-B,582,16,27.491,2.532
YCL026C-A,582,386,663.23,61.095
YCL025C,1902,1373.684,722.231,66.53
YCL024W,3114,472,151.574,13.963
YCL021W-A,378,12,31.746,2.924
YCL019W,5313,111.139,20.918,1.927
YCL020W,1317,0.438,0.332,0.031
YCL018W,1095,4039,3688.584,339.784
YCL017C,1494,1267,848.059,78.121
YCL016C,1143,405,354.331,32.64
YCL014W,4911,270,54.979,5.065
YCL012C,405,139,343.21,31.616
YCL011C,1284,3802,2961.059,272.766
YCL010C,780,595,762.821,70.269
YCL009C,930,2313,2487.097,229.106
YCL008C,1158,250,215.889,19.887
YCL005W-A,222,1069,4815.315,443.576
YCL005W,771,315,408.56,37.636
YCL004W,1566,215,137.292,12.647
YCL002C,792,834,1053.03,97.003
YCL001W,567,1475,2601.411,239.636
YCL001W-A,462,7,15.152,1.396
YCL001W-B,255,10,39.216,3.612
YCR001W,315,16,50.794,4.679
YCR002C,969,720,743.034,68.447
YCR003W,552,853,1545.29,142.349
YCR004C,744,1460,1962.366,180.769
YCR005C,1383,2264,1637.021,150.799
YCR006C,474,51,107.595,9.911
YCR007C,720,95,131.944,12.154
YCR008W,1812,819,451.987,41.636
YCR009C,798,1422,1781.955,164.15
YCR010C,852,16,18.779,1.73
YCR011C,3150,1976,627.302,57.786
YCR012W,1251,71390,57066.347,5256.819
YCR014C,1749,221,126.358,11.64
YCR015C,954,345,361.635,33.313
YCR016W,873,858,982.818,90.535
YCR017C,2862,819,286.164,26.361
YCR018C,666,23,34.535,3.181
YCR019W,1092,359,328.755,30.284
YCR020C,648,151,233.025,21.466
YCR020C-A,267,316,1183.521,109.023
YCR020W-B,237,335,1413.502,130.209
YCR021C,999,60,60.06,5.533
YCR022C,345,7,20.29,1.869
YCR023C,1836,905,492.919,45.407
YCR024C,1479,312,210.953,19.433
YCR024C-B,267,2988,11191.011,1030.89
YCR024C-A,123,1155.888,9397.462,865.672
YCR025C,411,32,77.859,7.172
YCR026C,2229,739,331.539,30.541
YCR027C,630,359,569.841,52.492
YCR028C,1539,781,507.472,46.747
YCR028C-A,408,718,1759.804,162.109
YCR030C,2613,362,138.538,12.762
YCR031C,414,10903.324,26336.53,2426.06
YCR032W,6504,407,62.577,5.764
YCR033W,3681,522,141.809,13.063
YCR034W,1044,1781,1705.939,157.147
YCR035C,1185,1739,1467.511,135.184
YCR036W,1002,1106,1103.792,101.679
YCR037C,2772,1013,365.44,33.663
YCR038C,1929,110,57.024,5.253
YCR039C,633,238.462,376.717,34.702
YCR040W,528,9,17.045,1.57
YCR041W,333,66.585,199.953,18.419
YCR042C,4224,917.111,217.119,20.001
YCR043C,384,533,1388.021,127.861
YCR044C,1074,428,398.51,36.71
YCR045C,1476,257,174.119,16.039
YCR046C,510,493,966.667,89.047
YCR047C,828,1251,1510.87,139.178
YCR048W,1833,375,204.583,18.846
YCR050C,309,35,113.269,10.434
YCR051W,669,1123,1678.625,154.631
YCR052W,1452,583,401.515,36.987
YCR053W,1545,3690,2388.35,220.009
YCR054C,1692,380,224.586,20.688
YCR057C,2772,1283,462.843,42.636
YCR059C,777,537,691.12,63.664
YCR060W,336,242,720.238,66.347
YCR061W,1896,109,57.489,5.296
YCR063W,474,40,84.388,7.774
YCR065W,1695,231,136.283,12.554
YCR066W,1464,216,147.541,13.591
YCR067C,3198,510,159.475,14.69
YCR068W,1563,113,72.297,6.66
YCR069W,957,486,507.837,46.781
YCR071C,441,547,1240.363,114.259
YCR072C,1548,780,503.876,46.416
YCR073C,3996,371,92.843,8.552
YCR073W-A,948,290,305.907,28.179
YCR075C,783,522,666.667,61.412
YCR075W-A,228,123,539.474,49.695
YCR076C,753,354,470.12,43.306
YCR077C,2391,729,304.893,28.086
YCR079W,1329,286,215.199,19.824
YCR081W,4284,200,46.685,4.301
YCR082W,387,698,1803.618,166.145
YCR083W,384,245,638.021,58.773
YCR084C,2142,942,439.776,40.511
YCR085W,354,15,42.373,3.903
YCR086W,573,150,261.78,24.115
YCR087C-A,462,783,1694.805,156.122
YCR088W,1779,565,317.594,29.256
YCR089W,4830,100,20.704,1.907
YCR090C,549,1124,2047.359,188.598
YCR091W,2163,88,40.684,3.748
YCR092C,3057,449,146.876,13.53
YCR093W,6327,828,130.868,12.055
YCR094W,1176,263,223.639,20.601
YCR095C,1089,501,460.055,42.379
YCR095W-A,159,6,37.736,3.476
YCR096C,360,142,394.444,36.335
YCR097W,381,487,1278.215,117.746
YCR098C,1557,85,54.592,5.029
YCR099C,468,68,145.299,13.385
YCR100C,951,179,188.223,17.339
YCR101C,549,80,145.719,13.423
YCR102C,1107,90.207,81.488,7.506
YCR104W,375,2,5.333,0.491
YCR105W,1086,89,81.952,7.549
YCR106W,2499,360,144.058,13.27
YCR107W,1092,209.904,192.22,17.707
YCR108C,192,7,36.458,3.358
YDL248W,1152,41.475,36.003,3.316
YDL247W,1830,44,24.044,2.215
YDL246C,1074,18.5,17.225,1.587
YDL245C,1704,0.747,0.438,0.04
YDL244W,1023,19.509,19.07,1.757
YDL243C,990,75.232,75.992,7
YDL242W,354,19,53.672,4.944
YDL241W,372,142,381.72,35.163
YDL240W,3054,248,81.205,7.48
YDL239C,2373,218,91.867,8.463
YDL238C,1470,76,51.701,4.763
YDL237W,1173,420,358.056,32.983
YDL236W,939,2092,2227.902,205.229
YDL235C,504,1261,2501.984,230.477
YDL234C,2241,382,170.46,15.702
YDL233W,1377,138,100.218,9.232
YDL232W,111,192,1729.73,159.339
YDL231C,3378,1255,371.522,34.224
YDL230W,1008,259,256.944,23.669
YDL229W,1842,18969.007,10298.049,948.632
YDL227C,1761,145,82.34,7.585
YDL226C,1059,1246,1176.582,108.384
YDL225W,1656,964,582.126,53.624
YDL224C,1950,294,150.769,13.889
YDL223C,3141,348,110.793,10.206
YDL222C,930,9,9.677,0.891
YDL220C,2775,112,40.36,3.718
YDL219W,453,628,1386.313,127.704
YDL218W,954,33,34.591,3.186
YDL217C,624,329,527.244,48.568
YDL216C,1323,218,164.777,15.179
YDL215C,3279,950,289.722,26.689
YDL214C,2100,55,26.19,2.413
YDL213C,678,1258,1855.457,170.92
YDL212W,633,5493,8677.725,799.372
YDL211C,1119,127,113.494,10.455
YDL210W,1716,26,15.152,1.396
YDL209C,1020,337,330.392,30.435
YDL208W,471,3363,7140.127,657.732
YDL207W,1617,616,380.952,35.092
