Gene,SeqLen,Count,Count/Kb,FPKM
YBR269C,417,1,2.398,96.081
YBR270C,1638,0,0,0
YBR271W,1260,0,0,0
YBR272C,1443,2,1.386,55.531
YBR273C,1311,0,0,0
YBR274W,1584,0,0,0
YBR275C,5751,1,0.174,6.967
YBR276C,2424,0,0,0
YBR278W,606,0,0,0
YBR279W,1338,0,0,0
YBR280C,1914,0,0,0
YBR281C,2637,0,0,0
YBR282W,441,1,2.268,90.852
YBR283C,1473,1,0.679,27.2
YBR284W,2394,0,0,0
YBR285W,435,0,0,0
YBR286W,1614,4,2.478,99.296
YBR287W,1284,4,3.115,124.816
YBR288C,1452,1,0.689,27.594
YBR289W,2718,1,0.368,14.741
YBR290W,966,1,1.035,41.476
YBR291C,900,0,0,0
YBR292C,372,0,0,0
YBR293W,1425,1,0.702,28.116
YBR294W,2580,1,0.388,15.529
YBR295W,3651,0,0,0
YBR296C,1725,0,0,0
YBR296C-A,120,0,0,0
YBR297W,1407,0,0,0
YBR298C,1845,0,0,0
YBR298C-A,222,0,0,0
YBR299W,1755,0,0,0
YBR301W,363,0,0,0
YBR302C,1140,0,0,0
YCL073C,1848,0,0,0
YCL069W,1377,0,0,0
YCL068C,783,1.5,1.916,76.754
YCL067C,633,1.125,1.777,71.207
YCL066W,528,0,0,0
YCL064C,1083,0,0,0
YCL063W,1272,7,5.503,220.488
YCL061C,3291,0,0,0
YCL059C,951,0,0,0
YCL058C,459,5,10.893,436.447
YCL058W-A,342,2,5.848,234.303
YCL057C-A,294,3,10.204,408.835
YCL057W,2139,0,0,0
YCL056C,435,0,0,0
YCL055W,1008,0,0,0
YCL054W-A,87,0,0,0
YCL054W,2526,0,0,0
YCL052C,1251,0,0,0
YCL051W,1752,0,0,0
YCL050C,966,3,3.106,124.428
YCL049C,939,1,1.065,42.669
YCL048W-A,240,0,0,0
YCL048W,1392,0,0,0
YCL047C,777,1,1.287,51.565
YCL045C,2283,0,0,0
YCL044C,1254,3,2.392,95.851
YCL043C,1569,54,34.417,1378.939
YCL042W,360,2,5.556,222.588
YCL040W,1503,8,5.323,213.258
YCL039W,2238,0,0,0
YCL038C,1587,2,1.26,50.493
YCL037C,1305,20,15.326,614.036
YCL036W,1701,0,0,0
YCL035C,333,19,57.057,2286.038
YCL034W,1065,0,0,0
YCL033C,507,7,13.807,553.177
YCL032W,1041,1,0.961,38.488
YCL031C,894,0,0,0
YCL030C,2400,0,0,0
YCL029C,1323,0,0,0
YCL028W,1218,4,3.284,131.579
YCL027W,1539,0,0,0
YCL026C-B,582,1,1.718,68.842
YCL026C-A,582,1,1.718,68.842
YCL025C,1902,0,0,0
YCL024W,3114,1,0.321,12.866
YCL021W-A,378,0,0,0
YCL019W,5313,0.953,0.179,7.186
YCL020W,1317,2.423,1.84,73.707
YCL018W,1095,3,2.74,109.769
YCL017C,1494,2,1.339,53.636
YCL016C,1143,0,0,0
YCL014W,4911,0,0,0
YCL012C,405,0,0,0
YCL011C,1284,6,4.673,187.224
YCL010C,780,4,5.128,205.466
YCL009C,930,5,5.376,215.408
YCL008C,1158,1,0.864,34.599
YCL005W-A,222,9,40.541,1624.291
YCL005W,771,0,0,0
YCL004W,1566,0,0,0
YCL002C,792,0,0,0
YCL001W,567,1,1.764,70.663
YCL001W-A,462,0,0,0
YCL001W-B,255,0,0,0
YCR001W,315,0,0,0
YCR002C,969,4,4.128,165.39
YCR003W,552,1,1.812,72.583
YCR004C,744,2,2.688,107.704
YCR005C,1383,3,2.169,86.911
YCR006C,474,0,0,0
YCR007C,720,0,0,0
YCR008W,1812,0,0,0
YCR009C,798,1,1.253,50.208
YCR010C,852,0,0,0
YCR011C,3150,1,0.317,12.719
YCR012W,1251,185,147.882,5925.003
YCR014C,1749,0,0,0
YCR015C,954,0,0,0
YCR016W,873,5,5.727,229.472
YCR017C,2862,0,0,0
YCR018C,666,0,0,0
YCR019W,1092,0,0,0
YCR020C,648,0,0,0
YCR020C-A,267,2,7.491,300.119
YCR020W-B,237,3,12.658,507.162
YCR021C,999,0,0,0
YCR022C,345,0,0,0
YCR023C,1836,0,0,0
YCR024C,1479,0,0,0
YCR024C-B,267,0,0,0
YCR024C-A,123,47.2,383.74,15374.856
YCR025C,411,0,0,0
YCR026C,2229,0,0,0
YCR027C,630,0,0,0
YCR028C,1539,0,0,0
YCR028C-A,408,13,31.863,1276.607
YCR030C,2613,0,0,0
YCR031C,414,99.333,239.936,9613.219
YCR032W,6504,0,0,0
YCR033W,3681,0,0,0
YCR034W,1044,2,1.916,76.754
YCR035C,1185,2,1.688,67.622
YCR036W,1002,1,0.998,39.986
YCR037C,2772,0,0,0
YCR038C,1929,1.5,0.778,31.155
YCR039C,633,1.125,1.777,71.207
YCR040W,528,0,0,0
YCR041W,333,0,0,0
YCR042C,4224,0,0,0
YCR043C,384,4,10.417,417.352
YCR044C,1074,0,0,0
YCR045C,1476,1,0.678,27.145
YCR046C,510,4,7.843,314.242
YCR047C,828,1,1.208,48.389
YCR048W,1833,0,0,0
YCR050C,309,0,0,0
YCR051W,669,0,0,0
YCR052W,1452,1,0.689,27.594
YCR053W,1545,8,5.178,207.461
YCR054C,1692,0,0,0
YCR057C,2772,0,0,0
YCR059C,777,0,0,0
YCR060W,336,2,5.952,238.487
YCR061W,1896,4,2.11,84.527
YCR063W,474,2,4.219,169.054
YCR065W,1695,0,0,0
YCR066W,1464,1,0.683,27.367
YCR067C,3198,0,0,0
YCR068W,1563,0,0,0
YCR069W,957,1,1.045,41.866
YCR071C,441,5,11.338,454.261
YCR072C,1548,0,0,0
YCR073C,3996,0,0,0
YCR073W-A,948,2,2.11,84.527
YCR075C,783,1,1.277,51.17
YCR075W-A,228,0,0,0
YCR076C,753,2,2.656,106.417
YCR077C,2391,0,0,0
YCR079W,1329,1,0.752,30.147
YCR081W,4284,0,0,0
YCR082W,387,5,12.92,517.646
YCR083W,384,2,5.208,208.676
YCR084C,2142,0,0,0
YCR085W,354,0,0,0
YCR086W,573,0,0,0
YCR087C-A,462,1,2.165,86.723
YCR088W,1779,6,3.373,135.129
YCR089W,4830,0,0,0
YCR090C,549,0,0,0
YCR091W,2163,0,0,0
YCR092C,3057,0,0,0
YCR093W,6327,1,0.158,6.333
YCR094W,1176,1,0.85,34.07
YCR095C,1089,1,0.918,36.791
YCR095W-A,159,0,0,0
YCR096C,360,2.667,7.407,296.784
YCR097W,381,4,10.499,420.639
YCR098C,1557,0,0,0
YCR099C,468,0,0,0
YCR100C,951,0,0,0
YCR101C,549,0,0,0
YCR102C,1107,0,0,0
YCR104W,375,0,0,0
YCR105W,1086,0,0,0
YCR106W,2499,2,0.8,32.065
YCR107W,1092,2.786,2.551,102.209
YCR108C,192,0,0,0
YDL248W,1152,0,0,0
YDL247W,1830,0,0,0
YDL246C,1074,0,0,0
YDL245C,1704,0,0,0
YDL244W,1023,0,0,0
YDL243C,990,0,0,0
YDL242W,354,0,0,0
YDL241W,372,0,0,0
YDL240W,3054,0,0,0
YDL239C,2373,0,0,0
YDL238C,1470,0,0,0
YDL237W,1173,0,0,0
YDL236W,939,0,0,0
YDL235C,504,14,27.778,1112.94
YDL234C,2241,0,0,0
YDL233W,1377,0,0,0
YDL232W,111,12,108.108,4331.441
YDL231C,3378,0,0,0
YDL230W,1008,0,0,0
YDL229W,1842,12.5,6.786,271.891
YDL227C,1761,0,0,0
YDL226C,1059,2,1.889,75.667
YDL225W,1656,3,1.812,72.583
YDL224C,1950,1,0.513,20.547
YDL223C,3141,0,0,0
YDL222C,930,0,0,0
YDL220C,2775,0,0,0
YDL219W,453,2,4.415,176.891
YDL218W,954,0,0,0
YDL217C,624,0,0,0
YDL216C,1323,0,0,0
YDL215C,3279,1,0.305,12.219
YDL214C,2100,0,0,0
YDL213C,678,6,8.85,354.565
YDL212W,633,5,7.899,316.476
YDL211C,1119,0,0,0
YDL210W,1716,0,0,0
YDL209C,1020,1,0.98,39.28
YDL208W,471,19,40.34,1616.244
YDL207W,1617,0,0,0
YDL206W,2289,0,0,0
YDL205C,984,0,0,0
YDL204W,1182,0,0,0
YDL203C,1872,1,0.534,21.403
YDL202W,750,1,1.333,53.421
YDL201W,861,1,1.161,46.534
YDL200C,567,0,0,0
YDL199C,2064,1,0.484,19.412
YDL198C,903,2,2.215,88.739
YDL197C,1578,0,0,0
YDL195W,3822,2,0.523,20.966
YDL194W,2655,0,0,0
YDL193W,1128,4,3.546,142.077
YDL192W,546,6.5,11.905,476.974
YDL191W,363,56.333,155.188,6217.746
YDL190C,2886,1,0.347,13.883
YDL189W,1374,0,0,0
YDL188C,1134,1,0.882,35.331
YDL186W,834,0,0,0
YDL185W,3216,3,0.933,37.375
YDL184C,78,0,0,0
YDL183C,963,0,0,0
YDL182W,1287,4,3.108,124.525
YDL181W,258,2,7.752,310.588
YDL180W,1644,0,0,0
YDL179W,915,0,0,0
YDL178W,1593,9,5.65,226.361
YDL177C,513,0,0,0
YDL176W,2127,0,0,0
YDL175C,1035,1,0.966,38.711
YDL174C,1764,6,3.401,136.278
YDL173W,888,4,4.505,180.477
YDL171C,6438,1,0.155,6.223
YDL170W,1587,0,0,0
YDL169C,672,0,0,0
YDL168W,1161,3,2.584,103.529
YDL167C,2160,1,0.463,18.549
YDL166C,594,0,0,0
YDL165W,576,0,0,0
YDL164C,2268,0,0,0
YDL161W,1365,0,0,0
YDL160C-A,243,2,8.23,329.76
YDL160C,1521,3,1.972,79.025
YDL159W-A,132,0,0,0
YDL159W,1548,6,3.876,155.294
YDL157C,357,7,19.608,785.605
YDL156W,1569,1,0.637,25.536
YDL155W,1284,0,0,0
YDL154W,2706,0,0,0
YDL153C,1833,2,1.091,43.716
YDL150W,1269,1,0.788,31.573
YDL149W,2994,0,0,0
YDL148C,2433,0,0,0
YDL147W,1338,11,8.221,329.39
YDL146W,1476,0,0,0
YDL145C,3606,1,0.277,11.111
YDL144C,1071,1,0.934,37.41
YDL143W,1587,5,3.151,126.231
YDL142C,852,1,1.174,47.026
YDL141W,2073,0,0,0
YDL140C,5202,1,0.192,7.702
YDL139C,672,0,0,0
YDL138W,2292,0,0,0
YDL137W,546,3.5,6.41,256.832
YDL136W,363,24.667,67.952,2722.563
YDL135C,609,7,11.494,460.527
YDL134C,1110,0,0,0
YDL133C-A,78,0,0,0
YDL133W,1314,0,0,0
YDL132W,2448,0,0,0
YDL131W,1323,3,2.268,90.852
YDL130W-A,261,11,42.146,1688.598
YDL130W,321,41,127.726,5117.443
YDL129W,876,0,0,0
YDL128W,1236,0,0,0
YDL127W,927,0,0,0
YDL126C,2508,3,1.196,47.926
YDL125C,477,8,16.771,671.964
YDL124W,939,13,13.845,554.692
YDL123W,423,3,7.092,284.155
YDL122W,2430,1,0.412,16.488
YDL121C,450,8,17.778,712.281
YDL120W,525,2,3.81,152.632
YDL119C,924,0,0,0
YDL117W,2658,0,0,0
YDL116W,2181,0,0,0
YDL115C,1062,8,7.533,301.814
YDL114W,927,0,0,0
YDL113C,1923,0,0,0
YDL112W,4311,0,0,0
YDL111C,798,0,0,0
YDL110C,453,5,11.038,442.228
YDL109C,1944,1,0.514,20.61
YDL108W,921,1,1.086,43.503
YDL107W,1056,0,0,0
YDL106C,1680,1,0.595,23.849
YDL105W,1209,0,0,0
YDL104C,1224,0,0,0
YDL103C,1434,4,2.789,111.76
YDL102W,3294,0,0,0
YDL101C,1542,1,0.649,25.983
YDL100C,1065,2,1.878,75.241
YDL099W,1026,7,6.823,273.354
YDL098C,585,1,1.709,68.489
YDL097C,1305,6,4.598,184.211
YDL095W,2454,1,0.407,16.327
YDL093W,2232,0,0,0
YDL092W,441,19,43.084,1726.192
YDL091C,1368,0,0,0
YDL090C,1296,0,0,0
YDL089W,1455,0,0,0
YDL088C,1587,2,1.26,50.493
YDL087C,786,0,0,0
YDL086W,822,1,1.217,48.742
YDL085C-A,207,13,62.802,2516.212
YDL085W,1638,0,0,0
YDL084W,1341,4,2.983,119.51
YDL083C,432,40,92.593,3709.799
