Gene,SeqLen,Count,Count/Kb,FPKM
YBR273C,1311,1,0.763,24.03
YBR274W,1584,0,0,0
YBR275C,5751,1,0.174,5.478
YBR276C,2424,0,0,0
YBR278W,606,0,0,0
YBR279W,1338,0,0,0
YBR280C,1914,0,0,0
YBR281C,2637,2,0.758,23.893
YBR282W,441,3,6.803,214.309
YBR283C,1473,1,0.679,21.387
YBR284W,2394,0,0,0
YBR285W,435,0,0,0
YBR286W,1614,6,3.717,117.113
YBR287W,1284,1,0.779,24.535
YBR288C,1452,0,0,0
YBR289W,2718,0,0,0
YBR290W,966,0,0,0
YBR291C,900,0,0,0
YBR292C,372,0,0,0
YBR293W,1425,0,0,0
YBR294W,2580,0,0,0
YBR295W,3651,0,0,0
YBR296C,1725,0,0,0
YBR296C-A,120,0,0,0
YBR297W,1407,0,0,0
YBR298C,1845,0,0,0
YBR298C-A,222,0,0,0
YBR299W,1755,0,0,0
YBR301W,363,0,0,0
YBR302C,1140,0,0,0
YCL073C,1848,0,0,0
YCL069W,1377,0,0,0
YCL068C,783,0.5,0.639,20.117
YCL067C,633,1.286,2.031,63.988
YCL066W,528,0,0,0
YCL064C,1083,3,2.77,87.267
YCL063W,1272,2,1.572,49.534
YCL061C,3291,0,0,0
YCL059C,951,3,3.155,99.38
YCL058C,459,3,6.536,205.905
YCL058W-A,342,1,2.924,92.115
YCL057C-A,294,9,30.612,964.39
YCL057W,2139,2,0.935,29.456
YCL056C,435,1,2.299,72.422
YCL055W,1008,2,1.984,62.507
YCL054W-A,87,0,0,0
YCL054W,2526,2,0.792,24.943
YCL052C,1251,0,0,0
YCL051W,1752,0,0,0
YCL050C,966,1,1.035,32.612
YCL049C,939,1,1.065,33.55
YCL048W-A,240,0,0,0
YCL048W,1392,0,0,0
YCL047C,777,1,1.287,40.545
YCL045C,2283,1,0.438,13.799
YCL044C,1254,1,0.797,25.122
YCL043C,1569,10,6.373,200.787
YCL042W,360,1,2.778,87.51
YCL040W,1503,0,0,0
YCL039W,2238,0,0,0
YCL038C,1587,0,0,0
YCL037C,1305,12,9.195,289.687
YCL036W,1701,0,0,0
YCL035C,333,2,6.006,189.21
YCL034W,1065,1,0.939,29.581
YCL033C,507,1,1.972,62.137
YCL032W,1041,0,0,0
YCL031C,894,0,0,0
YCL030C,2400,11,4.583,144.391
YCL029C,1323,0,0,0
YCL028W,1218,1,0.821,25.865
YCL027W,1539,0,0,0
YCL026C-B,582,0,0,0
YCL026C-A,582,2,3.436,108.259
YCL025C,1902,0,0,0
YCL024W,3114,1,0.321,10.117
YCL021W-A,378,0,0,0
YCL019W,5313,0.071,0.013,0.424
YCL020W,1317,0.071,0.054,1.709
YCL018W,1095,5,4.566,143.851
YCL017C,1494,0,0,0
YCL016C,1143,0,0,0
YCL014W,4911,0,0,0
YCL012C,405,2,4.938,155.572
YCL011C,1284,8,6.231,196.283
YCL010C,780,1,1.282,40.389
YCL009C,930,2,2.151,67.749
YCL008C,1158,0,0,0
YCL005W-A,222,1,4.505,141.907
YCL005W,771,1,1.297,40.86
YCL004W,1566,0,0,0
YCL002C,792,0,0,0
YCL001W,567,4,7.055,222.246
YCL001W-A,462,0,0,0
YCL001W-B,255,0,0,0
YCR001W,315,0,0,0
YCR002C,969,0,0,0
YCR003W,552,4,7.246,228.286
YCR004C,744,14,18.817,592.806
YCR005C,1383,3,2.169,68.337
YCR006C,474,0,0,0
YCR007C,720,0,0,0
YCR008W,1812,1,0.552,17.386
YCR009C,798,5,6.266,197.39
YCR010C,852,0,0,0
YCR011C,3150,1,0.317,10.001
YCR012W,1251,78,62.35,1964.242
YCR014C,1749,1,0.572,18.012
YCR015C,954,0,0,0
YCR016W,873,10,11.455,360.864
YCR017C,2862,0,0,0
YCR018C,666,0,0,0
YCR019W,1092,0,0,0
YCR020C,648,1,1.543,48.616
YCR020C-A,267,0,0,0
YCR020W-B,237,1,4.219,132.926
YCR021C,999,0,0,0
YCR022C,345,0,0,0
YCR023C,1836,0,0,0
YCR024C,1479,0,0,0
YCR024C-B,267,0,0,0
YCR024C-A,123,50,406.504,12806.269
YCR025C,411,0,0,0
YCR026C,2229,0,0,0
YCR027C,630,0,0,0
YCR028C,1539,0,0,0
YCR028C-A,408,5,12.255,386.071
YCR030C,2613,1,0.383,12.056
YCR031C,414,145,350.242,11033.807
YCR032W,6504,0,0,0
YCR033W,3681,0,0,0
YCR034W,1044,4,3.831,120.703
YCR035C,1185,1,0.844,26.585
YCR036W,1002,0,0,0
YCR037C,2772,0,0,0
YCR038C,1929,0.5,0.259,8.166
YCR039C,633,1.286,2.031,63.988
YCR040W,528,0,0,0
YCR041W,333,0,0,0
YCR042C,4224,0,0,0
YCR043C,384,0,0,0
YCR044C,1074,0,0,0
YCR045C,1476,0,0,0
YCR046C,510,6,11.765,370.628
YCR047C,828,2,2.415,76.095
YCR048W,1833,1,0.546,17.187
YCR050C,309,0,0,0
YCR051W,669,6,8.969,282.542
YCR052W,1452,0,0,0
YCR053W,1545,5,3.236,101.953
YCR054C,1692,0,0,0
YCR057C,2772,0,0,0
YCR059C,777,3,3.861,121.635
YCR060W,336,2,5.952,187.52
YCR061W,1896,1,0.527,16.616
YCR063W,474,0,0,0
YCR065W,1695,0,0,0
YCR066W,1464,0,0,0
YCR067C,3198,2,0.625,19.702
YCR068W,1563,0,0,0
YCR069W,957,0,0,0
YCR071C,441,3,6.803,214.309
YCR072C,1548,1,0.646,20.351
YCR073C,3996,0,0,0
YCR073W-A,948,2,2.11,66.463
YCR075C,783,0,0,0
YCR075W-A,228,1,4.386,138.173
YCR076C,753,0,0,0
YCR077C,2391,0,0,0
YCR079W,1329,1,0.752,23.705
YCR081W,4284,0,0,0
YCR082W,387,2,5.168,162.808
YCR083W,384,0,0,0
YCR084C,2142,2,0.934,29.415
YCR085W,354,0,0,0
YCR086W,573,0,0,0
YCR087C-A,462,1,2.165,68.189
YCR088W,1779,2,1.124,35.417
YCR089W,4830,0,0,0
YCR090C,549,3,5.464,172.15
YCR091W,2163,0,0,0
YCR092C,3057,0,0,0
YCR093W,6327,0,0,0
YCR094W,1176,0,0,0
YCR095C,1089,0,0,0
YCR095W-A,159,0,0,0
YCR096C,360,0.333,0.926,29.17
YCR097W,381,0,0,0
YCR098C,1557,0,0,0
YCR099C,468,0,0,0
YCR100C,951,0,0,0
YCR101C,549,0,0,0
YCR102C,1107,0,0,0
YCR104W,375,0,0,0
YCR105W,1086,0,0,0
YCR106W,2499,0,0,0
YCR107W,1092,0,0,0
YCR108C,192,0,0,0
YDL248W,1152,0,0,0
YDL247W,1830,0,0,0
YDL246C,1074,0,0,0
YDL245C,1704,0,0,0
YDL244W,1023,0,0,0
YDL243C,990,0,0,0
YDL242W,354,0,0,0
YDL241W,372,0,0,0
YDL240W,3054,0,0,0
YDL239C,2373,0,0,0
YDL238C,1470,0,0,0
YDL237W,1173,1,0.853,26.857
YDL236W,939,1,1.065,33.55
YDL235C,504,3,5.952,187.52
YDL234C,2241,1,0.446,14.058
YDL233W,1377,0,0,0
YDL232W,111,10,90.09,2838.146
YDL231C,3378,0,0,0
YDL230W,1008,0,0,0
YDL229W,1842,18,9.772,307.851
YDL227C,1761,0,0,0
YDL226C,1059,1,0.944,29.748
YDL225W,1656,1,0.604,19.024
YDL224C,1950,1,0.513,16.156
YDL223C,3141,0,0,0
YDL222C,930,0,0,0
YDL220C,2775,0,0,0
YDL219W,453,3,6.623,208.632
YDL218W,954,0,0,0
YDL217C,624,1,1.603,50.486
YDL216C,1323,1,0.756,23.812
YDL215C,3279,0,0,0
YDL214C,2100,0,0,0
YDL213C,678,14,20.649,650.513
YDL212W,633,5,7.899,248.842
YDL211C,1119,0,0,0
YDL210W,1716,0,0,0
YDL209C,1020,0,0,0
YDL208W,471,13,27.601,869.521
YDL207W,1617,0,0,0
YDL206W,2289,0,0,0
YDL205C,984,1,1.016,32.016
YDL204W,1182,0,0,0
YDL203C,1872,1,0.534,16.829
YDL202W,750,2,2.667,84.009
YDL201W,861,0,0,0
YDL200C,567,0,0,0
YDL199C,2064,0,0,0
YDL198C,903,2,2.215,69.775
YDL197C,1578,0,0,0
YDL195W,3822,2,0.523,16.485
YDL194W,2655,0,0,0
YDL193W,1128,2,1.773,55.857
YDL192W,546,32,58.608,1846.354
YDL191W,363,43.5,119.835,3775.203
YDL190C,2886,1,0.347,10.916
YDL189W,1374,0,0,0
YDL188C,1134,1,0.882,27.781
YDL186W,834,0,0,0
YDL185W,3216,10,3.109,97.958
YDL184C,78,0,0,0
YDL183C,963,0,0,0
YDL182W,1287,4.5,3.497,110.152
YDL181W,258,6,23.256,732.638
YDL180W,1644,0,0,0
YDL179W,915,2,2.186,68.86
YDL178W,1593,1,0.628,19.776
YDL177C,513,0,0,0
YDL176W,2127,0,0,0
YDL175C,1035,0,0,0
YDL174C,1764,0,0,0
YDL173W,888,0,0,0
YDL171C,6438,1,0.155,4.893
YDL170W,1587,1,0.63,19.851
YDL169C,672,0,0,0
YDL168W,1161,1,0.861,27.135
YDL167C,2160,0,0,0
YDL166C,594,3,5.051,159.108
YDL165W,576,2,3.472,109.387
YDL164C,2268,1,0.441,13.89
YDL161W,1365,0,0,0
YDL160C-A,243,1,4.115,129.644
YDL160C,1521,1,0.657,20.712
YDL159W-A,132,1,7.576,238.662
YDL159W,1548,1,0.646,20.351
YDL157C,357,4,11.204,352.98
YDL156W,1569,1,0.637,20.079
YDL155W,1284,0,0,0
YDL154W,2706,0,0,0
YDL153C,1833,4,2.182,68.747
YDL150W,1269,0,0,0
YDL149W,2994,0,0,0
YDL148C,2433,3,1.233,38.845
YDL147W,1338,2,1.495,47.09
YDL146W,1476,0,0,0
YDL145C,3606,0,0,0
YDL144C,1071,0,0,0
YDL143W,1587,1,0.63,19.851
YDL142C,852,1,1.174,36.976
YDL141W,2073,0,0,0
YDL140C,5202,0,0,0
YDL139C,672,0,0,0
YDL138W,2292,0,0,0
YDL137W,546,10,18.315,576.986
YDL136W,363,33.5,92.287,2907.341
YDL135C,609,4,6.568,206.919
YDL134C,1110,0,0,0
YDL133C-A,78,0,0,0
YDL133W,1314,0,0,0
YDL132W,2448,0,0,0
YDL131W,1323,2.5,1.89,59.53
YDL130W-A,261,6,22.989,724.217
YDL130W,321,55.5,172.897,5446.853
YDL129W,876,0,0,0
YDL128W,1236,0,0,0
YDL127W,927,0,0,0
YDL126C,2508,1,0.399,12.561
YDL125C,477,7,14.675,462.314
YDL124W,939,0,0,0
YDL123W,423,0,0,0
YDL122W,2430,4,1.646,51.857
YDL121C,450,10,22.222,700.076
YDL120W,525,2,3.81,120.013
YDL119C,924,1,1.082,34.095
YDL117W,2658,1,0.376,11.852
YDL116W,2181,0,0,0
YDL115C,1062,0,0,0
YDL114W,927,0,0,0
YDL113C,1923,0,0,0
YDL112W,4311,0,0,0
YDL111C,798,4,5.013,157.912
YDL110C,453,2,4.415,139.088
YDL109C,1944,0,0,0
YDL108W,921,0,0,0
YDL107W,1056,0,0,0
YDL106C,1680,0,0,0
YDL105W,1209,0,0,0
YDL104C,1224,0,0,0
YDL103C,1434,0,0,0
YDL102W,3294,0,0,0
YDL101C,1542,0,0,0
YDL100C,1065,1,0.939,29.581
YDL099W,1026,1,0.975,30.705
YDL098C,585,0,0,0
YDL097C,1305,2,1.533,48.281
YDL095W,2454,9,3.667,115.538
YDL093W,2232,0,0,0
YDL092W,441,7,15.873,500.054
YDL091C,1368,0,0,0
YDL090C,1296,1,0.772,24.308
YDL089W,1455,0,0,0
YDL088C,1587,0,0,0
YDL087C,786,1,1.272,40.081
YDL086W,822,0,0,0
YDL085C-A,207,5,24.155,760.952
YDL085W,1638,0,0,0
YDL084W,1341,3,2.237,70.477
YDL083C,432,68,157.407,4958.872
YDL082W,600,53.5,89.167,2809.055
YDL081C,321,93,289.72,9127.159
YDL080C,1830,0,0,0
YDL079C,1506,0,0,0
YDL078C,1032,1,0.969,30.527
YDL077C,3150,1,0.317,10.001
